INJ_ID,INJ_NO,SPC_DATETIME,PROC_QTY,CV_001,CV_002,CV_003,CV_004,CV_005,CV_006,CV_007,CV_013,CV_014,CV_015,CV_016,CV_017,CV_018,CV_019,CV_020,DAY_COUNT,SV_001,SV_002,SV_003,SV_004,SV_005,SV_008,SV_009,SV_010,SV_011,SV_012,SV_013,SV_014,SV_015,SV_016,SV_017,SV_018,SV_019,SV_020,SV_021,SV_022,SV_023,SV_024,SV_025,SV_028,SV_031,SV_032,SV_033,SV_034,SV_037,SV_038,SV_039,SV_040,SV_041,SV_042,SV_043,SV_044,SV_045,SV_046,SV_049,SV_050,SV_051,SV_055,SV_056,SV_057,SV_058,SV_059,SV_060,SV_063,MOLD_CAVITY,stock_mst_code,weight
2681101.819,12,2023-12-06 9:12,498.5608994,79.19306683,452.5884447,15,0,0,42.8792005,301.9976889,199.0231106,194,188.0231106,188,165.9768894,625,625,11,40.56089944,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1558.775141
2681102.04,12,2023-12-06 9:12,498.572767,79.19325422,452.588757,15,0,0,42.87976265,301.9977514,199.0224859,194,188.0224859,188,165.9775141,625,625,11,40.57276702,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1558.808245
2681102.261,12,2023-12-06 9:12,498.5846346,79.1934416,452.5890693,15,0,0,42.8803248,301.9978139,199.0218613,194,188.0218613,188,165.9781387,625,625,11,40.5846346,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1558.841349
2681102.482,12,2023-12-06 9:12,498.5965022,79.19362898,452.5893816,15,0,0,42.88088695,301.9978763,199.0212367,194,188.0212367,188,165.9787633,625,625,11,40.59650219,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1558.874453
2681102.703,12,2023-12-06 9:12,498.6083698,79.19381636,452.5896939,15,0,0,42.88144909,301.9979388,199.0206121,194,188.0206121,188,165.9793879,625,625,11,40.60836977,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1558.907558
2681102.924,12,2023-12-06 9:12,498.6202374,79.19400375,452.5900062,15,0,0,42.88201124,301.9980012,199.0199875,194,188.0199875,188,165.9800125,625,625,11,40.62023735,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1558.940662
2681103.146,12,2023-12-06 9:12,498.6321049,79.19419113,452.5903186,15,0,0,42.88257339,301.9980637,199.0193629,194,188.0193629,188,165.9806371,625,625,11,40.63210493,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1558.973766
2681103.367,12,2023-12-06 9:12,498.6439725,79.19437851,452.5906309,15,0,0,42.88313554,301.9981262,199.0187383,194,188.0187383,188,165.9812617,625,625,11,40.64397252,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.006871
2681103.588,12,2023-12-06 9:12,498.6558401,79.1945659,452.5909432,15,0,0,42.88369769,301.9981886,199.0181137,194,188.0181137,188,165.9818863,625,625,11,40.6558401,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.039975
2681103.809,12,2023-12-06 9:12,498.6677077,79.19475328,452.5912555,15,0,0,42.88425984,301.9982511,199.0174891,194,188.0174891,188,165.9825109,625,625,11,40.66770768,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.073079
2681104.03,12,2023-12-06 9:12,498.6795753,79.19494066,452.5915678,15,0,0,42.88482199,301.9983136,199.0168645,194,188.0168645,188,165.9831355,625,625,11,40.67957527,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.106184
2681104.251,12,2023-12-06 9:12,498.6914428,79.19512804,452.5918801,15,0,0,42.88538413,301.998376,199.0162399,194,188.0162399,188,165.9837601,625,625,11,40.69144285,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.139288
2681104.472,12,2023-12-06 9:12,498.7033104,79.19531543,452.5921924,15,0,0,42.88594628,301.9984385,199.0156152,194,188.0156152,188,165.9843848,625,625,11,40.70331043,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.172392
2681104.693,12,2023-12-06 9:12,498.715178,79.19550281,452.5925047,15,0,0,42.88650843,301.9985009,199.0149906,194,188.0149906,188,165.9850094,625,625,11,40.71517801,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.205497
2681104.914,12,2023-12-06 9:12,498.7270456,79.19569019,452.592817,15,0,0,42.88707058,301.9985634,199.014366,194,188.014366,188,165.985634,625,625,11,40.7270456,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.238601
2681105.136,12,2023-12-06 9:12,498.7389132,79.19587758,452.5931293,15,0,0,42.88763273,301.9986259,199.0137414,194,188.0137414,188,165.9862586,625,625,11,40.73891318,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.271705
2681105.357,12,2023-12-06 9:12,498.7507808,79.19606496,452.5934416,15,0,0,42.88819488,301.9986883,199.0131168,194,188.0131168,188,165.9868832,625,625,11,40.75078076,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.304809
2681105.578,12,2023-12-06 9:12,498.7626483,79.19625234,452.5937539,15,0,0,42.88875703,301.9987508,199.0124922,194,188.0124922,188,165.9875078,625,625,11,40.76264834,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.337914
2681105.799,12,2023-12-06 9:12,498.7745159,79.19643973,452.5940662,15,0,0,42.88931918,301.9988132,199.0118676,194,188.0118676,188,165.9881324,625,625,11,40.77451593,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.371018
2681106.02,12,2023-12-06 9:12,498.7863835,79.19662711,452.5943785,15,0,0,42.88988132,301.9988757,199.011243,194,188.011243,188,165.988757,625,625,11,40.78638351,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.404122
2681106.241,12,2023-12-06 9:12,498.7982511,79.19681449,452.5946908,15,0,0,42.89044347,301.9989382,199.0106184,194,188.0106184,188,165.9893816,625,625,11,40.79825109,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.437227
2681106.462,12,2023-12-06 9:12,498.8101187,79.19700187,452.5950031,15,0,0,42.89100562,301.9990006,199.0099938,194,188.0099938,188,165.9900062,625,625,11,40.81011868,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.470331
2681106.683,12,2023-12-06 9:12,498.8219863,79.19718926,452.5953154,15,0,0,42.89156777,301.9990631,199.0093691,194,188.0093691,188,165.9906309,625,625,11,40.82198626,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.503435
2681106.904,12,2023-12-06 9:12,498.8338538,79.19737664,452.5956277,15,0,0,42.89212992,301.9991255,199.0087445,194,188.0087445,188,165.9912555,625,625,11,40.83385384,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.53654
2681107.126,12,2023-12-06 9:12,498.8457214,79.19756402,452.59594,15,0,0,42.89269207,301.999188,199.0081199,194,188.0081199,188,165.9918801,625,625,11,40.84572142,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.569644
2681107.347,12,2023-12-06 9:12,498.857589,79.19775141,452.5962523,15,0,0,42.89325422,301.9992505,199.0074953,194,188.0074953,188,165.9925047,625,625,11,40.85758901,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.602748
2681107.568,12,2023-12-06 9:12,498.8694566,79.19793879,452.5965646,15,0,0,42.89381636,301.9993129,199.0068707,194,188.0068707,188,165.9931293,625,625,11,40.86945659,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.635853
2681107.789,12,2023-12-06 9:12,498.8813242,79.19812617,452.596877,15,0,0,42.89437851,301.9993754,199.0062461,194,188.0062461,188,165.9937539,625,625,11,40.88132417,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.668957
2681108.01,12,2023-12-06 9:12,498.8931918,79.19831355,452.5971893,15,0,0,42.89494066,301.9994379,199.0056215,194,188.0056215,188,165.9943785,625,625,11,40.89319176,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.702061
2681108.231,12,2023-12-06 9:12,498.9050593,79.19850094,452.5975016,15,0,0,42.89550281,301.9995003,199.0049969,194,188.0049969,188,165.9950031,625,625,11,40.90505934,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.735166
2681108.452,12,2023-12-06 9:12,498.9169269,79.19868832,452.5978139,15,0,0,42.89606496,301.9995628,199.0043723,194,188.0043723,188,165.9956277,625,625,11,40.91692692,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.76827
2681108.673,12,2023-12-06 9:12,498.9287945,79.1988757,452.5981262,15,0,0,42.89662711,301.9996252,199.0037477,194,188.0037477,188,165.9962523,625,625,11,40.9287945,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.801374
2681108.894,12,2023-12-06 9:12,498.9406621,79.19906309,452.5984385,15,0,0,42.89718926,301.9996877,199.003123,194,188.003123,188,165.996877,625,625,11,40.94066209,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.834478
2681109.116,12,2023-12-06 9:12,498.9525297,79.19925047,452.5987508,15,0,0,42.89775141,301.9997502,199.0024984,194,188.0024984,188,165.9975016,625,625,11,40.95252967,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.867583
2681109.337,12,2023-12-06 9:12,498.9643973,79.19943785,452.5990631,15,0,0,42.89831355,301.9998126,199.0018738,194,188.0018738,188,165.9981262,625,625,11,40.96439725,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.900687
2681109.558,12,2023-12-06 9:12,498.9762648,79.19962523,452.5993754,15,0,0,42.8988757,301.9998751,199.0012492,194,188.0012492,188,165.9987508,625,625,11,40.97626483,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.933791
2681109.779,12,2023-12-06 9:12,498.9881324,79.19981262,452.5996877,15,0,0,42.89943785,301.9999375,199.0006246,194,188.0006246,188,165.9993754,625,625,11,40.98813242,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1559.966896
2681110,12,2023-12-06 9:12,499,79.2,452.6,15,0,0,42.9,302,199,194,188,188,166,625,625,11,41,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1560
2681110,12,2023-12-06 9:12,499,79.2,452.6,15,0,0,42.9,302,199,194,188,188,166,625,625,11,41,200,195,185,170,150,45,35,35,30,0,120,90,62,40,0,0,0,0,0,0,9,4,2,20,50,0,0,0,0,0,0,55,90,0,0,0,140,140,0,6,302,4,6,0,50,140,100,50,0,ST00000153,1560
2683309,12,2023-12-06 12:04,104,45.4,349.8,6.5,0,0,9.9,102.2,210,199,189,174,159,633,633,25,114,210,200,190,170,160,48,43,25,0,0,104,100,80,0,0,0,0,0,0,0,3.5,2,1,0,0,0,0,0,0,0,0,65,70,0,0,0,120,125,0,0,102,0,6,0,0,0,0,28,0,ST00000167,479.1
2684748,12,2023-12-06 14:02,234,47.4,349.1,6.5,0,0,10,102.2,210,200,190,172,160,635,635,29,244,210,200,190,170,160,48,43,25,0,0,104,100,80,0,0,0,0,0,0,0,3.5,2,1,0,0,0,0,0,0,0,0,65,70,0,0,0,120,125,0,0,102,0,6,0,0,0,0,30,0,ST00000167,486
2685169,12,2023-12-06 14:37,273,48.5,349.3,6.5,0,0.1,10,102.2,209,199,189,174,160,636,636,30,283,210,200,190,170,160,48,43,25,0,0,104,100,80,0,0,0,0,0,0,0,3.5,2,1,0,0,0,0,0,0,0,0,65,70,0,0,0,120,125,0,0,102,0,6,0,0,0,0,30,0,ST00000167,498.5
2685226,12,2023-12-06 14:41,278,48.5,348.8,6.5,0,0.1,10,102.1,210,200,190,173,160,636,636,30,288,210,200,190,170,160,48,43,25,0,0,104,100,80,0,0,0,0,0,0,0,3.5,2,1,0,0,0,0,0,0,0,0,65,70,0,0,0,120,125,0,0,102,0,6,0,0,0,0,30,0,ST00000167,495.5
2686168,12,2023-12-06 16:05,364,48.4,348.2,6.5,0,0,10.1,102,210,200,189,173,160,637,637,30,374,210,200,190,170,160,48,43,25,0,0,104,100,80,0,0,0,0,0,0,0,3.5,2,1,0,0,0,0,0,0,0,0,65,70,0,0,0,120,125,0,0,102,0,6,0,0,0,0,30,0,ST00000167,488.1
2686181,12,2023-12-06 16:06,365,48.4,348.3,6.5,0,0.1,10.1,102.1,210,199,189,173,159,637,637,30,375,210,200,190,170,160,48,43,25,0,0,104,100,80,0,0,0,0,0,0,0,3.5,2,1,0,0,0,0,0,0,0,0,65,70,0,0,0,120,125,0,0,102,0,6,0,0,0,0,30,0,ST00000167,492.3
2686708,12,2023-12-06 16:54,416,48.5,348.7,6.5,0,0,10.1,102.1,210,200,190,174,160,638,638,31,426,210,200,190,170,160,48,43,25,0,0,104,100,80,0,0,0,0,0,0,0,3.5,2,1,0,0,0,0,0,0,0,0,65,70,0,0,0,120,125,0,0,102,0,6,0,0,0,0,30,0,ST00000167,496
2687266,12,2023-12-06 17:43,472,48.4,348.5,6.5,0,0.1,10,102,210,200,190,173,159,637,637,31,482,210,200,190,170,160,48,43,25,0,0,104,100,80,0,0,0,0,0,0,0,3.5,2,1,0,0,0,0,0,0,0,0,65,70,0,0,0,120,125,0,0,102,0,6,0,0,0,0,30,0,ST00000167,499.3
2688024,12,2023-12-07 8:32,1553,53.8,269.5,11.1,0,0.8,12.3,128.2,201,190,181,160,643,643,643,29,22,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,486.1
2688072,12,2023-12-07 8:35,38,64,401.1,8,14.4,5.6,22.7,190.1,209,205,199,186,165,625,625,11,38,210,205,195,185,165,45,40,0,0,0,118,105,0,0,0,40,15,15,15,15,0,0,0,20,20,0,0,2,0,0,0,80,85,0,0,0,130,130,0,1,190,2,3,0,50,140,0,40,1,ST00000178,904.7
2688168,12,2023-12-07 8:42,1564,53.9,269.1,11.1,0,0.9,12.2,128,201,190,184,159,643,643,643,29,33,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,486.9
2688192,12,2023-12-07 8:44,1566,52.8,268.4,11.1,0,0.8,12.1,128,201,190,184,159,643,643,643,29,35,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,487.6
2688936,12,2023-12-07 9:39,89,64.5,401.2,8.1,14.3,5.4,22.3,190.2,209,206,199,190,169,625,625,11,89,210,205,195,185,165,45,40,0,0,0,118,105,0,0,0,40,15,15,15,15,0,0,0,20,20,0,0,2,0,0,0,80,85,0,0,0,130,130,0,1,190,2,3,0,50,140,0,40,1,ST00000178,898.7
2689196,12,2023-12-07 9:58,104,65.1,401.2,8.1,14.7,5.5,22.3,190.3,210,205,199,188,168,625,625,11,104,210,205,195,185,165,45,40,0,0,0,118,105,0,0,0,40,15,15,15,15,0,0,0,20,20,0,0,2,0,0,0,80,85,0,0,0,130,130,0,1,190,2,3,0,50,140,0,40,1,ST00000178,901.8
2689202,12,2023-12-07 9:58,84,71.1,258.5,14.6,0,2.3,30.7,267,199,194,195,170,624,624,624,11,84,200,190,180,165,0,35,30,35,35,0,100,88,70,80,0,0,0,0,0,0,10,3,1.5,0,0,0,0,0,0,0,0,60,70,0,0,0,125,140,0,1,267,1,1,0,0,0,50,46,1,ST00000616,1338.4
2689414.614,12,2023-12-07 10:14,1658.309844,56.23706865,268.6946059,11.1,0,0.8,12.39460588,128,201.9820196,188.0359608,184.9820196,159.9820196,643,643,643,29,127.3098438,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2874137
2689414.841,12,2023-12-07 10:14,1658.326916,56.23770432,268.6946604,11.1,0,0.8,12.39466037,128,201.9822012,188.0355975,184.9822012,159.9822012,643,643,643,29,127.3269161,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2875409
2689415.067,12,2023-12-07 10:14,1658.343988,56.23833999,268.6947149,11.1,0,0.8,12.39471486,128,201.9823829,188.0352343,184.9823829,159.9823829,643,643,643,29,127.3439884,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.287668
2689415.293,12,2023-12-07 10:14,1658.361061,56.23897566,268.6947693,11.1,0,0.8,12.39476934,128,201.9825645,188.034871,184.9825645,159.9825645,643,643,643,29,127.3610607,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2877951
2689415.519,12,2023-12-07 10:14,1658.378133,56.23961133,268.6948238,11.1,0,0.8,12.39482383,128,201.9827461,188.0345078,184.9827461,159.9827461,643,643,643,29,127.3781329,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2879223
2689415.745,12,2023-12-07 10:14,1658.395205,56.240247,268.6948783,11.1,0,0.8,12.39487831,128,201.9829277,188.0341446,184.9829277,159.9829277,643,643,643,29,127.3952052,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2880494
2689415.971,12,2023-12-07 10:14,1658.412278,56.24088267,268.6949328,11.1,0,0.8,12.3949328,128,201.9831093,188.0337813,184.9831093,159.9831093,643,643,643,29,127.4122775,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2881765
2689416.197,12,2023-12-07 10:14,1658.42935,56.24151834,268.6949873,11.1,0,0.8,12.39498729,128,201.983291,188.0334181,184.983291,159.983291,643,643,643,29,127.4293498,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2883037
2689416.423,12,2023-12-07 10:14,1658.446422,56.24215401,268.6950418,11.1,0,0.8,12.39504177,128,201.9834726,188.0330548,184.9834726,159.9834726,643,643,643,29,127.4464221,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2884308
2689416.649,12,2023-12-07 10:14,1658.463494,56.24278968,268.6950963,11.1,0,0.8,12.39509626,128,201.9836542,188.0326916,184.9836542,159.9836542,643,643,643,29,127.4634944,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2885579
2689416.876,12,2023-12-07 10:14,1658.480567,56.24342535,268.6951507,11.1,0,0.8,12.39515074,128,201.9838358,188.0323284,184.9838358,159.9838358,643,643,643,29,127.4805667,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2886851
2689417.102,12,2023-12-07 10:14,1658.497639,56.24406102,268.6952052,11.1,0,0.8,12.39520523,128,201.9840174,188.0319651,184.9840174,159.9840174,643,643,643,29,127.4976389,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2888122
2689417.328,12,2023-12-07 10:14,1658.514711,56.24469669,268.6952597,11.1,0,0.8,12.39525972,128,201.9841991,188.0316019,184.9841991,159.9841991,643,643,643,29,127.5147112,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2889393
2689417.554,12,2023-12-07 10:14,1658.531784,56.24533236,268.6953142,11.1,0,0.8,12.3953142,128,201.9843807,188.0312386,184.9843807,159.9843807,643,643,643,29,127.5317835,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2890665
2689417.78,12,2023-12-07 10:14,1658.548856,56.24596803,268.6953687,11.1,0,0.8,12.39536869,128,201.9845623,188.0308754,184.9845623,159.9845623,643,643,643,29,127.5488558,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2891936
2689418.006,12,2023-12-07 10:14,1658.565928,56.24660371,268.6954232,11.1,0,0.8,12.39542317,128,201.9847439,188.0305122,184.9847439,159.9847439,643,643,643,29,127.5659281,200,190,170,160,0,25,28,20,25,19,80,85,75,93,78,124,105,12,6,6,2,8,1,20,35,0,0,0,0,0,0,60,65,0,0,0,110,120,0,1,128,2,6,0,0,0,100,32,1,ST00000039,488.2893207
